person_id,movie_id
1404,72665
1732,72665
298,72705
336,72705
432,72705
846,72705
1821,72705
4365,72725
35866,72725
467,72730
1673,72730
277,72732
2096,72732
314,72735
1077,72735
314,72737
380,72737
1642,72737
427,72747
4365,72747
230,72761
1262,72761
1330,72785
626259,72785
277,72812
2145,72812
5078,72812
728,72837
1884,72837
661,72848
947,72848
40472,72848
580565,72848
582,72855
898634,72855
230,72856
1016,72856
1862,72856
587,72867
1058,72867
40586,72867
308,72869
638,72869
489,72876
2096,72876
1347,72877
1727,72877
1859,72877
249,72883
71345,72883
322339,72886
524747,72886
1376,72887
144045,72887
320760,72887
759685,72893
846308,72893
904303,72893
56,72912
358069,72912
142,72926
1421,72926
587,72951
1537,72951
53,72973
1648,72973
1136,73001
144045,73001
197,73008
330,73008
1588,73011
75671,73011
79,73012
1657,73012
564,73014
1648,73014
1884,73014
1001,73026
1522,73026
1725,73026
2081,73029
867694,73029
122,73039
493,73039
527,73039
457,73042
1088,73042
1058,73069
1588,73069
418877,73074
570026,73074
606688,73074
215,73075
602,73075
314,73092
336,73092
1510,73092
313,73096
587,73096
1100,73096
1768,73103
2145,73103
1406,73107
444198,73107
843,73113
40472,73113
1421,73131
885203,73131
366,73133
608,73133
934902,73133
869,73158
4051,73158
1768,73169
2769,73169
377,73172
1021,73172
1364,73172
18,73190
1313,73190
377,73195
1702,73195
1727,73195
308882,73195
1832,73213
590796,73213
380,73240
1001,73240
5019,73240
384050,73240
489,73241
1228,73241
1699,73241
306,73244
278752,73244
864892,73244
1560,73278
880521,73278
1627,73282
25309,73282
2032,73298
823592,73298
95,73312
473,73312
432,73317
608,73317
507212,73317
578,73335
1850,73335
125,73341
323,73341
1626,73341
6762,73341
1703,73345
626728,73345
65320,73399
505249,73399
804482,73426
895417,73426
947,73440
1018,73440
1167,73440
432,73453
950867,73453
818,73458
700869,73458
1831,73480
376101,73480
197,73486
1221,73486
77720,73486
603,73501
1265,73501
731772,73501
1207,73507
307255,73507
81,73526
323,73526
18,73559
1136,73559
5019,73559
821082,73559
47,73590
52,73590
1228,73600
643105,73600
842794,73600
313,73605
1832,73605
452288,73615
642198,73615
765546,73615
467,73624
560,73624
215,73629
347,73629
960,73629
323,73634
413559,73634
277,73637
564,73637
532,73639
869,73639
1657,73639
1186,73646
1719,73646
1626,73660
1703,73660
366,73663
598971,73663
731634,73663
1702,73698
75588,73698
104935,73698
809671,73698
1136,73722
507212,73722
699425,73722
790272,73722
366027,73733
413559,73733
302,73739
1626,73739
492342,73739
910737,73739
621,73760
781,73760
283499,73760
116294,73765
191504,73765
860233,73765
527,73766
122675,73766
164880,73767
353448,73767
602,73802
1159,73802
1884,73802
731772,73802
268,73812
1657,73812
2032,73812
728,73858
1638,73858
608,73878
138770,73878
715274,73878
886725,73878
323,73901
1627,73901
125,73906
298,73906
1379,73906
1417,73906
53,73918
1417,73918
248983,73918
1445,74083
768334,74083
134,74084
367,74084
761212,74084
249,74112
493,74112
991,74112
163,74119
602,74119
1340,74173
1821,74173
253020,74173
640344,74173
254,74184
367,74184
330,74205
41281,74205
469,74207
1850,74207
404,74225
1807,74225
1016,74235
1074,74235
227039,74235
56,74254
172,74254
947,74258
1657,74258
580565,74258
237,74285
651,74285
1388,74285
1453,74285
47,74292
640,74292
1321,74292
1740,74292
1560,74332
2094,74332
1036,74360
868479,74360
469,74381
614916,74381
803785,74381
930443,74381
587,74409
1347,74409
52,74423
302,74423
427,74437
643105,74437
443,74441
1719,74441
256,74452
323,74452
380,74452
661,74452
149,74459
1321,74459
280242,74459
626728,74459
145284,74466
914113,74466
324,74475
1522,74475
2663,74475
142,74483
226947,74483
947,74512
1136,74512
1137,74512
364455,74512
1100,74559
1228,74559
384050,74559
981,74562
999,74562
1049,74562
307255,74562
608,74564
1381,74564
715274,74564
387,74589
107281,74589
671721,74589
471,74597
123680,74597
765546,74597
799,74599
461455,74599
545,74603
187998,74603
323,74608
473,74608
1001,74608
1285,74608
1158,74611
1201,74611
2018,74611
71824,74611
473,74659
595,74659
649,74659
1285,74659
336,74695
1703,74695
1831,74695
169,74706
178633,74706
256545,74706
590796,74706
74125,74740
626259,74740
1025,74749
1262,74749
313,74751
1301,74751
1448,74751
587,74769
1088,74769
32,74776
336,74776
1347,74776
53,74777
134,74777
603402,74777
271,74798
385,74798
29,74802
843,74802
149,74806
640,74806
256,74812
1975,74812
430151,74812
603402,74826
705072,74826
454,74836
860233,74836
626259,74843
734000,74843
309,74851
1800,74851
163748,74851
163,74860
1137,74860
1702,74860
1522,74885
4365,74885
32,74899
336,74899
1229,74899
393,74901
885,74901
8,74906
197,74906
1642,74906
516049,74906
79,74923
172,74923
307255,74923
27,74937
393,74937
107281,74937
380,74958
1159,74958
608,74964
1417,74964
641939,74964
57,74968
461455,74968
569000,74968
991,74991
1475,74991
476609,74991
731772,74991
913,74995
640344,74995
1777,75013
226947,75013
813961,75013
215,75014
977,75014
722,75019
961,75019
142,75029
516800,75029
587,75043
28674,75043
102744,75089
554830,75089
543547,75091
904303,75091
631877,75094
904303,75094
1321,75132
507212,75132
524747,75132
814216,75132
302,75140
685,75140
1727,75140
469,75145
1283,75145
1807,75145
125,75147
1321,75147
1727,75147
230,75148
1735,75148
1657,75188
1847,75188
910737,75188
273,75194
380,75194
603,75194
308,75212
731772,75212
2,75213
71,75213
366,75215
404091,75215
698,75223
1049,75223
961,75235
1265,75235
5019,75235
940971,75235
33612,75238
464945,75238
512651,75238
929489,75238
302,75263
314,75263
1703,75263
997,75265
1434,75265
216,75268
313,75268
398,75268
35866,75268
469,75294
991,75294
1727,75294
1967,75294
492342,75307
923366,75307
134,75314
149,75314
1732,75314
303,75334
489,75334
1186,75334
1847,75334
454,75345
1777,75345
694470,75345
117412,75350
606688,75350
57885,75357
270685,75357
381606,75357
698413,75357
32,75359
977,75359
367,75364
1560,75364
595,75393
1434,75393
1613,75393
1821,75393
1159,75406
910737,75406
1768,75409
674781,75409
651,75612
1167,75612
275213,75614
642198,75614
532,75627
1626,75627
278752,75627
303,75640
1831,75640
885,75654
798534,75654
454,75675
4486,75675
53,75677
226947,75677
47,75681
1379,75681
6893,75681
366,75682
2094,75682
95,75686
473,75686
1406,75686
731634,75686
131811,75716
402730,75716
1137,75718
355097,75718
156,75744
1334,75744
1699,75745
611707,75745
1091,75753
320808,75753
1025,75763
6956,75763
1136,75765
1727,75765
199,75774
243175,75774
125,75784
323,75784
641939,75784
57,75807
149,75807
981,75809
35866,75809
516049,75809
149,75815
366,75815
1164,75845
1283,75845
52,75848
367,75848
280242,75848
377,75860
414,75860
227039,75860
577,75909
1821,75909
761212,75909
934902,75909
1025,75921
131974,75921
516800,75921
302,75925
560,75925
1727,75925
6800,75930
516215,75930
706298,75930
457,75944
661,75944
376101,75944
705072,75944
298,75950
432,75950
1847,75950
172,75968
1018,75968
1215,75968
2081,75968
1164,75993
246004,75993
278752,75995
687506,75995
1221,76009
1884,76009
273,76029
306696,76029
350,76033
1334,76033
1411,76033
454,76038
4647,76038
149,76054
364455,76054
404,76059
1719,76059
142,76070
385757,76070
516800,76070
47,76085
52,76085
6893,76085
1321,76091
6893,76091
587,76092
516215,76092
1859,76099
1884,76099
1379,76102
2058,76102
427,76106
977,76106
885,76107
580565,76107
374,76113
2769,76113
163748,76123
569226,76123
427894,76137
461455,76137
148,76138
398,76138
1857,76138
1404,76141
1458,76141
98733,76144
400998,76144
570026,76144
852437,76144
1262,76145
934902,76145
1186,76161
1545,76161
177228,76161
599,76172
308882,76172
366,76175
432,76175
1884,76175
44,76210
324,76210
1589,76221
593803,76221
268,76234
278752,76234
429,76239
1019,76239
404,76245
603,76245
1673,76245
1703,76245
631877,76276
904303,76276
268,76297
1811,76297
5499,76301
138770,76301
733929,76301
754807,76308
904303,76308
4486,76316
926919,76316
432,76325
1016,76325
67497,76326
159629,76326
152,76327
473,76327
1839,76327
40472,76327
52,76400
74125,76400
149,76401
320808,76401
946179,76401
809,76406
882,76406
768334,76409
940971,76409
1458,76416
1811,76416
6800,76440
413559,76440
580479,76440
656183,76440
135,76489
414,76489
587,76489
122675,76489
913,76500
1578,76500
1321,76504
1648,76504
215,76507
885203,76507
469,76543
1627,76543
1058,76554
687847,76554
1588,76561
1768,76561
1207,76567
662981,76567
24,76574
995,76574
1831,76574
216,76578
2073,76578
1657,76598
706298,76598
1247,76618
283499,76618
627878,76618
656183,76618
1358,76630
303981,76630
961,76636
1719,76636
1847,76636
169,76637
1137,76637
1016,76686
880521,76686
818,76696
6762,76696
1277,76697
1777,76697
724,76704
1088,76704
323,76715
1732,76715
307255,76721
308161,76721
516049,76721
56,76723
1510,76723
648920,76723
554,76725
643105,76725
398,76729
608,76729
377947,76729
715274,76729
256,76733
995,76733
1091,76733
1221,76733
163748,76733
442,76734
2081,76734
469103,76734
2081,76755
5078,76755
376101,76755
27,76759
148,76759
402,76759
434,76759
489,76760
1816,76760
92,76770
657353,76770
1026,76776
1233,76776
788829,76776
154,76780
418877,76780
18399,76782
914113,76782
846,76788
857177,76788
913993,76788
330,76789
1832,76789
14977,76789
314,76804
587,76804
1379,76809
1859,76809
5019,76809
1185,76815
1301,76815
179782,76815
1642,76818
714590,76818
715191,76818
925618,76818
994,76832
1265,76832
1657,76832
511,76843
643,76843
843,76843
44,76845
1847,76845
1975,76845
991,76847
1001,76847
404091,76847
1648,76851
1811,76851
1088,76853
1537,76853
999,76890
1381,76890
1158,76909
1588,76909
2058,76909
172,76910
1018,76910
1036,76910
314,76915
1571,76915
1069,76920
2058,76920
698,76933
1123,76933
1406,76933
1201,77189
1233,77189
169,77228
380,77228
1684,77228
377,77233
769,77233
1475,77233
53,77234
163748,77234
997,77235
1091,77235
1411,77235
1821,77235
172,77248
893,77248
47,77272
1421,77272
1884,77272
393,77275
1967,77275
307255,77275
643105,77275
257,77289
323,77289
404,77289
1749,77289
981,77294
1285,77294
1832,77294
882853,77294
489,77296
642198,77296
765546,77296
527,77303
358069,77303
303,77304
2081,77304
320760,77308
734000,77308
268,77321
393,77321
107281,77321
367,77324
894608,77324
256,77327
643105,77327
1657,77341
413559,77341
140,77355
991,77355
1800,77355
404,77360
1001,77360
1673,77360
342732,77360
404,77362
685,77362
1136,77362
308,77369
1434,77369
532298,77369
434,77372
1633,77372
733929,77372
52,77373
176,77373
79,77381
308,77381
1657,77381
152,77405
724,77405
1731,77405
1201,77413
1811,77413
134,77416
686,77416
1698,77416
1283,77428
6893,77428
256,77450
731772,77450
52,77459
1811,77459
995,77473
580479,77473
254,77474
1136,77474
641939,77474
398,77504
608,77504
1123,77504
1510,77504
142,77523
350,77523
507212,77523
516800,77523
169,77530
374,77530
1159,77530
41281,77530
230,77531
1768,77531
1967,77531
227039,77531
179782,77534
365248,77534
636811,77534
724784,77534
298,77548
875951,77548
148,77572
1727,77572
2081,77572
626259,77572
336,77575
432,77575
331,77578
443,77578
580565,77578
18,77588
1164,77588
811202,77588
52,77611
1560,77611
563039,77613
908919,77613
1026,77614
768334,77614
248983,77620
550318,77620
4,77621
197,77621
502,77621
5460,77621
32,77629
885,77629
1016,77629
5078,77629
237,77631
330,77631
302,77636
1902,77636
885203,77636
130,77651
587,77651
1807,77669
934902,77669
1228,77679
1726,77679
715274,77679
1069,77686
1088,77686
398,77696
608,77696
1417,77696
1821,77696
461455,77698
569000,77698
527,77699
138770,77699
413559,77699
6,77711
880521,77711
643,77716
913,77716
297,77728
947,77728
1726,77728
473,77742
2148,77742
341562,77742
656183,77742
164,77743
1626,77743
156,77745
661,77745
724,77745
1021,77745
2078,77756
516049,77756
752636,77756
447515,77758
667271,77758
803264,77758
954162,77758
1702,77766
308882,77766
358069,77766
556217,77766
29,77800
947,77800
215,77807
616,77807
1330,77807
2139,77807
58181,77856
504047,77856
131974,77872
662981,77872
244,77886
719,77886
65235,77886
164,77889
268,77889
580565,77889
1036,77893
280955,77893
1285,77917
720890,77917
4486,77924
88083,77924
1113,77928
5019,77928
439482,77932
838360,77932
237,77942
5499,77942
882,77943
275213,77943
999,77952
908919,77952
4,77975
261,77975
371824,77986
400998,77986
402730,77986
1560,78012
2094,78012
298,78024
641939,78024
321,78028
128460,78028
1588,78032
593844,78032
1857,78034
757256,78034
454,78038
587,78038
230,78056
800,78056
564,78105
587,78105
376101,78105
215,78111
222,78111
1018,78111
578,78150
1036,78150
273178,78156
596807,78156
257,78199
995,78199
608,78227
1049,78227
1434,78227
1796,78231
89408,78231
47,78256
52,78256
457,78259
869,78259
1285,78269
1626,78269
649,78278
228476,78278
947,78313
1902,78313
2145,78321
413559,78321
256545,78323
593844,78323
163,78326
622,78326
997,78326
1765,78326
1058,78333
864892,78333
8,78346
432,78346
1659,78346
452288,78346
323,78350
1684,78350
1847,78350
1186,78351
404455,78351
857177,78351
913993,78351
1346,78358
516049,78358
222,78400
1164,78400
869,78444
1049,78444
1045,78446
1507,78446
1510,78446
993,78481
233209,78481
302,78488
1719,78488
144045,78488
605923,78488
560,78490
1839,78490
1058,78522
569000,78522
366,78549
1594,78549
