id,title,year
91508,The Men's Club,1986
91513,My Letter to George,1985
91524,Miracles,1986
91530,The Mission,1986
91531,La mitad del cielo,1986
91534,Modern Girls,1986
91537,Momo,1986
91538,Mona Lisa,1986
91541,The Money Pit,1986
91548,Via Montenapoleone,1987
91554,The Morning After,1986
91557,The Mosquito Coast,1986
91575,Murphy's Law,1986
91578,My Beautiful Laundrette,1985
91579,My Chauffeur,1986
91583,My Little Girl,1986
91584,My Little Pony: The Movie,1986
91605,The Name of the Rose,1986
91613,Native Son,1986
91635,9½ Weeks,1986
91637,No Mercy,1986
91642,Nobody's Fool,1986
91647,Nomads,1986
91651,Vampire in Venice,1988
91652,Not Quite Paradise,1985
91653,Nothing in Common,1986
91668,Off Beat,1986
91669,Off the Mark,1987
91671,From a Whisper to a Scream,1987
91677,On the Edge,1986
91680,One Crazy Summer,1986
91688,Opposing Force,1986
91712,Oviri,1986
91738,Peggy Sue Got Married,1986
91744,The Repenter,1985
91763,Platoon,1986
91777,Police Academy 3: Back in Training,1986
91786,Power,1986
91790,Pretty in Pink,1986
91799,Psycho III,1986
91801,La puritaine,1986
91810,The Quest,1985
91814,Quicksilver,1986
91815,Quiet Cool,1986
91817,Rad,1986
91818,Radioactive Dreams,1985
91828,Raw Deal,1986
91860,River's Edge,1986
91867,A Room with a View,1985
91875,Running Scared,1986
91877,Ruthless People,1986
91882,El río de oro,1986
91886,Salvador,1986
91920,Seize the Day,1986
91923,Separate Vacations,1986
91931,Shadow Play,1986
91934,Shanghai Surprise,1986
91949,Short Circuit,1986
91954,Sid and Nancy,1986
91964,Sky Pirates,1986
91981,Solarbabies,1986
91983,Something Wild,1986
91991,Soul Man,1986
91993,SpaceCamp,1986
91998,La sposa era bellissima,1987
92005,Stand by Me,1986
92007,Star Trek IV: The Voyage Home,1986
92010,A State of Emergency,1986
92011,The Statue of Liberty,1985
92022,Streets of Gold,1986
92034,Sweet Country,1987
92035,Sweet Liberty,1986
92067,Castle in the Sky,1986
92070,Terminus,1987
92071,The Numbers Game,1987
92074,TerrorVision,1986
92076,The Texas Chainsaw Massacre 2,1986
92079,That's Life!,1986
92085,Thrashin',1986
92086,¡Three Amigos!,1986
92093,Tiempo de silencio,1986
92099,Top Gun,1986
92104,Touch and Go,1986
92105,Tough Guys,1986
92106,The Transformers: The Movie,1986
92111,Grosso guaio a Cartagena,1987
92117,True Stories,1986
92122,Twisted,1986
92133,Under the Cherry Moon,1986
92138,L'unique,1986
92147,Vamp,1986
92150,Vasectomy: A Delicate Matter,1986
92153,Vecernja zvona,1986
92165,Very Close Quarters,1986
92172,The Vindicator,1986
92173,Violets Are Blue...,1986
92184,Horvatov izbor,1985
92195,Weekend Warriors,1986
92204,Where Are the Children?,1986
92205,Where the River Runs Black,1986
92206,The Whistle Blower,1986
92210,The Whoopee Boys,1986
92214,Wildcats,1986
92220,Windrider,1986
92222,Winners Take All,1987
92225,Wisdom,1986
92226,Wise Guys,1986
92240,The Wraith,1986
92272,Youngblood,1986
92494,*batteries not included,1987
92513,Adventures in Babysitting,1987
92516,Aenigma,1987
92534,Allan Quatermain and the Lost City of Gold,1986
92537,The Allnighter,1987
92546,Amazon Women on the Moon,1987
92559,And God Created Woman,1988
92563,Angel Heart,1987
92569,Anna,1987
92580,Aria,1987
92597,Australian Dream,1987
92605,Baby Boom,1987
92609,Backfire,1987
92618,Barfly,1987
92626,Beauty and the Beast,1987
92627,The Bedroom Window,1987
92632,The Believers,1987
92637,The Belly of an Architect,1987
92641,Best Seller,1987
92644,Beverly Hills Cop II,1987
92646,Beyond Therapy,1987
92654,The Big Easy,1986
92655,Big Shots,1987
92656,The Big Town,1987
92662,The Bit Part,1987
92666,Blind Date,1987
92675,Bloodsport,1988
92690,Born in East L.A.,1987
92699,Broadcast News,1987
92710,Burglar,1987
92718,Can't Buy Me Love,1987
92721,Captive Hearts,1987
92725,Caribe,1987
92732,Castaway,1986
92733,Catch the Heat,1987
92746,Cherry 2000,1987
92752,The Chipmunk Adventure,1987
92757,Bushfire Moon,1987
92758,Chuck Berry Hail! Hail! Rock 'n' Roll,1987
92767,Cold Steel,1987
92781,Control,1987
92783,Cop,1988
92798,Critical Condition,1987
92800,Chronicle of a Death Foretold,1987
92802,Cross My Heart,1987
92804,Cry Freedom,1987
92809,The Curse,1987
92812,Cyclone,1987
92815,Daddy,1987
92830,Dark Age,1987
92834,Date with an Angel,1987
92841,Dead Man Walking,1988
92842,Dead of Winter,1987
92857,Death Wish 4: The Crackdown,1987
92858,Death of a Soldier,1986
92890,Dirty Dancing,1987
92900,Distortions,1987
92901,Divinas palabras,1987
92921,Double Target,1987
92925,Dragnet,1987
92929,Drowning by Numbers,1988
92931,Strange Place for an Encounter,1988
92933,Dudes,1987
92934,Duet for One,1986
92948,Eddie Murphy: Raw,1987
92965,Empire of the Sun,1987
92967,End of the Line,1987
92974,Ernest Goes to Camp,1987
92997,Extreme Prejudice,1987
93006,Family Viewing,1987
93010,Fatal Attraction,1987
93011,Fatal Beauty,1987
93023,My Dearest Son,1985
93029,Five Corners,1987
93036,Flowers in the Attic,1987
93042,"Forever, Lulu",1987
93044,The Fourth Protocol,1987
93050,Friendship's Death,1987
93051,From the Hip,1987
93058,Full Metal Jacket,1987
93067,Gaby: A True Story,1987
93073,Gardens of Stone,1987
93092,Julia and Julia,1987
93093,The Glass Menagerie,1987
93103,The Good Father,1985
93104,Good Morning Babylon,1987
93105,"Good Morning, Vietnam",1987
93106,The Good Wife,1987
93107,Goofballs,1987
93113,Django Strikes Again,1987
93119,Grizzly II: The Concert,1983
93120,Ground Zero,1987
93145,Happy New Year,1987
93148,Harry and the Hendersons,1987
93161,Heart,1987
93163,Hearts of Fire,1987
93164,Heat,1986
93175,Hello Again,1987
93185,The Hidden,1987
93186,Hiding Out,1987
93213,Hostage,1986
93215,Hot Pursuit,1987
93217,Hotel Colonial,1987
93220,House II: The Second Story,1987
93223,House of Games,1987
93232,Hunter's Blood,1986
93253,In the Mood,1987
93255,The Inquiry,1987
93260,Innerspace,1987
93277,Ironweed,1987
93278,Ishtar,1987
93285,It Was 20 Years Ago Today,1987
93300,Jaws: The Revenge,1987
93311,Jim & piraterna Blom,1987
93317,John and the Missus,1987
93320,El juego más divertido,1988
93347,The Killing Time,1987
93351,Kiss Daddy Goodnight,1987
93378,La Bamba,1987
93379,Lady Beware,1987
93394,"Laura, del cielo llega la noche",1987
93403,Lemon Sky,1988
93406,Les Patterson Saves the World,1987
93407,Less Than Zero,1987
93409,Lethal Weapon,1987
93415,Light of Day,1987
93418,Like Father Like Son,1987
93424,Lionheart,1987
93431,The Lonely Passion of Judith Hearne,1987
93437,The Lost Boys,1987
93438,Flight of the Spruce Goose,1986
93443,Love at Stake,1987
93446,Distant Lights,1987
93453,The Gold Rimmed Glasses,1987
93458,El Lute: Run for Your Life,1987
93467,Made in Heaven,1987
93476,Maid to Order,1987
93477,Making Mr. Right,1987
93481,Malady of Love,1987
93483,Malone,1987
93489,Man on Fire,1987
93493,Mannequin,1987
93496,Run for Your Life,1988
93504,Mascara,1987
93507,Masters of the Universe,1987
93509,Matewan,1987
93512,Maurice,1987
93516,Meatballs III: Summer Job,1986
93517,Medium Rare,1987
93535,I miei primi 40 anni,1987
93538,Milan noir,1988
93543,Mio in the Land of Faraway,1987
93546,The Misfit Brigade,1987
93562,A Month in the Country,1987
93565,Moonstruck,1987
93596,Nadine,1987
93605,Near Dark,1987
93629,A Nightmare on Elm Street 3: Dream Warriors,1987
93638,No Man's Land,1987
93640,No Way Out,1987
93654,Nowhere to Hide,1987
93658,Number One with a Bullet,1987
93660,Nuts,1987
93662,Object of Desire,1990
93671,Omega Syndrome,1986
93676,Open House,1987
93683,Orphans,1987
93685,Osudjeni,1987
93690,Outrageous Fortune,1987
93692,Over the Top,1987
93693,Overboard,1987
93701,Les pyramides bleues,1988
93702,Paramedics,1988
93712,Freckled Max and the Spooks,1987
93737,The Pick-up Artist,1987
93742,"Pink Palace, Paradise Beach",1987
93747,El placer de matar,1988
93748,"Planes, Trains & Automobiles",1987
93756,Police Academy 4: Citizens on Patrol,1987
93771,A Prayer for the Dying,1987
93776,Prick Up Your Ears,1987
93777,Prince of Darkness,1987
93779,The Princess Bride,1987
93780,The Principal,1987
93793,Project X,1987
93802,Put More Blood Into the Music,1987
93818,Radio Days,1987
93821,Rage to Kill,1988
93822,Raising Arizona,1987
93828,Real Men,1987
93840,Rowing with the Wind,1988
93861,The Right Hand Man,1987
93870,RoboCop,1987
93876,Rolling Vengeance,1987
93881,The Rosary Murders,1987
93886,Roxanne,1987
93891,Rumpelstiltskin,1987
93894,The Running Man,1987
93895,Running Out of Luck,1987
93912,Salvation!: Have You Said Your Prayers Today?,1987
93932,Scorpion,1986
93936,The Secret of My Success,1987
93940,September,1987
93952,Shame,1988
93964,Shy People,1987
93966,The Sicilian,1987
93969,Siesta,1987
93980,"Sister, Sister",1987
93983,Skeleton Coast,1988
93988,"Slate, Wyn & Me",1987
94006,Some Kind of Wonderful,1987
94007,Someone to Love,1987
94008,Someone to Watch Over Me,1987
94011,Under the Sun of Satan,1987
94012,Spaceballs,1987
94020,Square Dance,1987
94021,The Squeeze,1987
94025,Stakeout,1987
94034,Steele Justice,1987
94046,Stormquest,1987
94048,Straight to Hell,1987
94050,Stranded,1987
94056,Street Smart,1987
94071,Summer Heat,1987
94072,Summer School,1987
94073,The Sun and the Moon,1990
94074,Superman IV: The Quest for Peace,1987
94078,Surrender,1987
94082,Suspect,1987
94118,Teen Wolf Too,1987
94130,Devil's Paradise,1987
94137,3 Men and a Baby,1987
94140,Three for the Road,1987
94142,Throw Momma from the Train,1987
94144,Thunder III,1988
94148,A Tiger's Tale,1987
94152,The Time Guardian,1987
94155,Tin Men,1987
94169,Tough Guys Don't Dance,1987
94172,Trading Hearts,1988
94188,The Trouble with Spies,1987
94208,A Man in Love,1987
94215,Under Cover,1987
94217,The Under Achievers,1987
94220,Unfinished Business,1987
94226,The Untouchables,1987
94234,Vado a riprendermi il gatto,1987
94236,Valentino Returns,1989
94288,Walk Like a Man,1987
94289,A Walk on the Moon,1987
94291,Wall Street,1987
94293,Wanted: Dead or Alive,1986
94304,Weeds,1987
94317,White Mischief,1987
94318,White Water Summer,1987
94320,White of the Eye,1987
94321,Who's That Girl,1987
94323,The Wild Pair,1987
94325,Wild Thing,1987
94332,The Witches of Eastwick,1987
94336,Withnail & I,1987
94347,The Year My Voice Broke,1987
94383,Zombie High,1987
94395,Zärtliche Chaoten,1987
94593,18 Again!,1988
94594,1969,1988
94599,Fist Fighter,1989
94602,Above the Law,1988
94606,The Accidental Tourist,1988
94608,The Accused,1988
94631,Alien Nation,1988
94643,Season of Fear,1989
94646,The Girlfriend,1988
94648,Love of a Woman,1988
94663,Another Woman,1988
94666,Any Man's Death,1990
94667,Apartment Zero,1988
94669,Appointment with Death,1988
94671,Apprentice to Murder,1988
94676,Arizona Heat,1988
94678,Arthur 2: On the Rocks,1988
94712,Bat*21,1988
94715,Beaches,1988
94716,The Beast of War,1988
94721,Beetlejuice,1988
94731,Betrayed,1988
94737,Big,1988
94739,Big Business,1988
94744,Big Top Pee-wee,1988
94746,Biloxi Blues,1988
94747,Bird,1988
94761,The Blob,1988
94764,The Blood of Heroes,1989
94768,The Blue Iguana,1988
94770,Blueberry Hill,1988
94783,The Boost,1988
94785,Born to Race,1988
94787,The Jeweller's Shop,1988
94789,Boulevard of Broken Dreams,1988
94790,Boundaries of the Heart,1988
94794,The Brain,1988
94799,"Bright Lights, Big City",1988
94812,Bull Durham,1988
94816,Burning Secret,1988
94822,Baton Rouge,1988
94824,Caddyshack II,1988
94827,Call Me,1988
94828,Camille Claudel,1988
94830,Camino largo a Tijuana,1988
94834,Cannibal Women in the Avocado Jungle of Death,1989
94835,Captive Rage,1988
94844,A Case of Honor,1989
94854,City War,1988
94862,Child's Play,1988
94870,The Choice,1988
94871,A Chorus of Disapproval,1989
94881,Cinq jours en juin,1989
94882,Clara's Heart,1988
94884,Clean and Sober,1988
94889,Cocktail,1988
94894,Colors,1988
94900,Committed,1991
94907,Consuming Passions,1988
94910,The Couch Trip,1988
94911,La couleur du vent,1988
94912,The Courier,1988
94914,Covjek koji je volio sprovode,1989
94918,Crime Zone,1988
94919,Critters 2,1988
94921,Crossing Delancey,1988
94924,A Cry in the Dark,1988
94933,D.O.A.,1988
94934,Da,1988
94942,Dance of the Damned,1989
94947,Dangerous Liaisons,1988
94950,Dark Mission: Evil Flowers,1988
94955,The Dawning,1988
94961,Dead Heat,1988
94963,The Dead Pool,1988
94964,Dead Ringers,1988
94979,The Deceivers,1988
95008,Deux,1989
95016,Die Hard,1988
95031,Dirty Rotten Scoundrels,1988
95036,Distant Thunder,1988
95050,Dominick and Eugene,1988
95066,The Dressmaker,1988
95067,The Drifter,1988
95115,Esquilache,1989
95117,The Everlasting Secret Family,1988
95119,Everybody's All-American,1988
95125,Faceless,1987
95135,Far North,1988
95159,A Fish Called Wanda,1988
95169,For Keeps?,1988
95174,Frantic,1988
95177,Freeway,1988
95178,Fresh Horses,1988
95180,Friends,1988
95182,The Frog Prince,1988
95186,Full Moon in Blue Water,1988
95188,Funny Farm,1988
95233,Going Undercover,1985
95238,The Good Mother,1988
95243,Gorillas in the Mist,1988
95250,The Big Blue,1988
95253,The Great Outdoors,1988
95255,Grievous Bodily Harm,1988
95271,Halloween: The Return of Michael Myers,1988
95274,A Handful of Dust,1988
95275,Hanna's War,1988
95276,Hanussen,1988
95280,Haunted Summer,1988
95286,Heart of Midnight,1988
95288,Heartbreak Hotel,1988
95303,High Season,1987
95304,High Spirits,1988
95305,High Tide,1987
95311,Hit List,1989
95316,Homeboy,1988
95322,Hostile Takeover,1988
95326,Hot to Trot,1988
95332,The House of Usher,1989
95333,The House on Carroll Street,1987
95342,I Love N.Y.,1987
95357,Illegally Yours,1988
95362,The In Crowd,1988
95363,In Dangerous Company,1988
95364,In a Shallow Grave,1988
95382,Iron Eagle II,1988
95384,It Takes Two,1988
95389,Jack's Back,1988
95408,"John Huston: The Man, the Movies, the Maverick",1988
95409,Johnny Be Good,1988
95415,Judgment in Berlin,1988
95428,Kansas,1988
95438,Keys to Freedom,1988
95445,A Killing Affair,1986
95484,Lady in White,1988
95488,The Lair of the White Worm,1988
95489,The Land Before Time,1988
95496,Last Rites,1988
95497,The Last Temptation of Christ,1988
95503,The Lawless Land,1988
95519,License to Drive,1988
95525,Gandahar,1987
95530,Little Dorrit,1987
95532,Little Nikita,1988
95559,El Lute II: Tomorrow I'll Be Free,1988
95560,Mac and Me,1988
95563,Mad About You,1989
95564,Madame Sousatzka,1988
95565,Made in U.S.A.,1987
95568,La maison de jade,1988
95584,"Manika, une vie plus tard",1989
95593,Married to the Mob,1988
95598,La maschera,1988
95599,Masquerade,1988
95613,Memories of Me,1988
95629,Midnight Crossing,1988
95631,Midnight Run,1988
95638,The Milagro Beanfield War,1988
95640,Miles from Home,1988
95645,Miss Right,1982
95647,Mississippi Burning,1988
95649,The Moderns,1988
95654,Moon Over Parador,1988
95665,Mr. North,1988
95684,My Best Friend Is a Vampire,1987
95687,My Stepmother Is an Alien,1988
95690,Mystic Pizza,1988
95721,Never Say Die,1988
95726,A New Life,1988
95730,The Night Before,1988
95736,A Night in the Life of Jimmy Reardon,1988
95752,Norman's Awesome Experience,1988
95759,The Bengali Night,1988
95774,Off Limits,1988
95776,Oliver & Company,1988
95801,Bagdad Cafe,1987
95806,The Outside Chance of Maximilian Glick,1988
95814,Smokescreen,1988
95823,Paris by Night,1988
95827,Pascali's Island,1988
95832,Pass the Ammo,1988
95836,Patty Hearst,1988
95839,Three Sisters,1988
95845,The Penitent,1988
95853,Permanent Record,1988
95857,Pestonjee,1988
95875,Plain Clothes,1987
95881,Little Sweetheart,1989
95882,Police Academy 5: Assignment: Miami Beach,1988
95897,The Presidio,1988
95903,The Prince of Pennsylvania,1988
95904,Prison,1987
95905,Women in Prison,1988
95916,Promised Land,1987
95924,Pulse,1988
95927,Punchline,1988
95930,Purple People Eater,1988
95940,High Frequency,1988
95943,A Few Days with Me,1988
95951,The Raggedy Rawney,1988
95953,Rain Man,1988
95956,Rambo III,1988
95958,Rampage,1987
95963,Red Heat,1988
95977,Rent-a-Cop,1987
95978,Rented Lips,1988
95981,The Rescue,1988
95985,Return from the River Kwai,1989
95989,Return of the Killer Tomatoes!,1988
95993,Return to Snowy River,1988
96003,Rocket Gibraltar,1988
96018,Running on Empty,1988
96037,Satisfaction,1988
96054,School Daze,1988
96056,Crime and Punishment,2002
96061,Scrooged,1988
96067,El secreto de Romelia,1988
96071,The Serpent and the Rainbow,1988
96072,Seven Hours to Judgment,1988
96073,The Seventh Sign,1988
96084,Shadows in the Storm,1988
96087,Shakedown,1988
96094,She's Having a Baby,1988
96098,Shoot to Kill,1988
96101,Short Circuit 2,1988
96109,Silent Assassins,1988
96131,A Soldier's Tale,1989
96147,South of Reno,1988
96148,Souvenir,1989
96152,Spellbinder,1988
96154,Spies Inc.,1992
96161,Split Decisions,1988
96166,Stars and Bars,1988
96170,Stealing Heaven,1988
96171,Stealing Home,1988
96176,Sticky Fingers,1988
96180,Stormy Monday,1988
96186,The Suicide Club,1988
96189,A Summer Story,1988
96193,Sunset,1988
96200,Sweet Hearts Dance,1988
96201,Sweet Lies,1987
96203,Switching Channels,1988
96219,Talk Radio,1988
96223,Tapeheads,1988
96241,The Telephone,1988
96244,Tequila Sunrise,1988
96259,Things Change,1988
96267,Tiger Warsaw,1988
96270,Time Out,1988
96271,A Time of Destiny,1988
96280,To Kill a Priest,1988
96287,Top Line,1988
96289,Torch Song Trilogy,1988
96294,Track 29,1988
96309,Three Seats for the 26th,1988
96316,Tucker: The Man and His Dream,1988
96320,Twins,1988
96321,Twister,1989
96322,Two Brothers Running,1988
96324,Two Moon Junction,1988
96332,The Unbearable Lightness of Being,1988
96340,The Unholy,1988
96378,Vibes,1988
96380,Vice Versa,1988
96405,Vroom,1988
96409,Walker,1987
96410,Walking After Midnight,1988
96419,Warlords,1988
96420,Warm Nights on a Slow Moving Train,1987
96425,Watchers,1988
96427,We Think the World of You,1988
96438,Who Framed Roger Rabbit,1988
96445,Wildfire,1988
96446,Willow,1988
96454,Without a Clue,1988
96455,The Wizard of Loneliness,1988
96463,Working Girl,1988
96464,A World Apart,1988
96466,The Wrong Guys,1988
96487,Young Guns,1988
96493,Zai jian ying xiong,1988
96501,Zelly and Me,1988
96514,Lovable Zanies II,1988
96734,The 'Burbs,1989
96754,The Abyss,1989
96755,Torrents of Spring,1989
96760,Ada in the Jungle,1988
96764,The Adventures of Baron Munchausen,1988
96786,Alienator,1990
96787,All Dogs Go to Heaven,1989
96789,All's Fair,1989
96794,Always,1989
96817,Angels,1990
96820,Animal Behavior,1989
96824,Another Chance,1989
96854,Australia,1989
96870,Going Overboard,1989
96874,Back to the Future Part II,1989
96875,Catchfire,1990
96877,Esmeralda Bay,1989
96890,Bankomatt,1989
96895,Batman,1989
96913,Best of the Best,1989
96921,Beyond the Stars,1989
96926,The Big Picture,1989
96928,Bill & Ted's Excellent Adventure,1989
96933,Black Rain,1989
96935,Tennessee Waltz,1989
96943,Blaze,1989
96951,Blood Red,1989
96953,Bloodhounds of Broadway,1989
96970,Born to Fight,1989
96976,Breaking In,1989
96995,Burndown,1990
96997,Buy & Cell,1988
97027,Casualties of War,1989
97028,Cat Chaser,1989
97044,Chances Are,1989
97051,What Time Is It?,1989
97052,Checking Out,1989
97063,La cintura,1989
97074,Cohen and Tate,1988
97075,Cold Comfort,1989
97076,Cold Feet,1989
97077,Cold Front,1989
97079,Cold Justice,1991
97100,Communion,1989
97101,Love Comedy,1989
97107,Continental,1990
97109,Cookie,1989
97116,Cousins,1989
97123,Crimes and Misdemeanors,1989
97125,Criminal Law,1988
97136,Cutting Class,1989
97142,Dad,1989
97158,Dark Obsession,1989
97162,Dead Calm,1989
97165,Dead Poets Society,1989
97166,Dead Bang,1989
97172,Dealers,1989
97207,Dirty Games,1989
97211,Disorganized Crime,1989
97216,Do the Right Thing,1989
97235,The Dream Team,1989
97236,Dream a Little Dream,1989
97239,Driving Miss Daisy,1989
97240,Drugstore Cowboy,1989
97243,A Dry White Season,1989
97257,Earth Girls Are Easy,1988
97276,"Enemies, A Love Story",1989
97279,Les enfants du désordre,1989
97289,Erik the Viking,1989
97298,Eternity,1990
97314,The Experts,1989
97322,The Fabulous Baker Boys,1989
97323,Face of the Enemy,1989
97328,Family Business,1989
97334,Farewell to the King,1989
97336,Fat Man and Little Boy,1989
97351,Field of Dreams,1989
97353,The 15 Year Old Girl,1989
97366,Fletch Lives,1989
97368,The Fly II,1989
97375,Forbidden Sun,1988
97376,Force majeure,1989
97382,Helmut Newton: Frames from the Edge,1989
97383,Francesco,1989
97389,"Friends, Lovers, & Lunatics",1989
97390,Fright Night Part 2,1988
97403,Funny,1988
97417,Seven Minutes,1989
97419,George's Island,1989
97424,Getting It Right,1989
97428,Ghostbusters II,1989
97433,Massacre Play,1989
97435,The Girl in a Swing,1988
97438,Gleaming the Cube,1989
97441,Glory,1989
97448,Brown Bread Sandwiches,1989
97457,Great Balls of Fire!,1989
97458,Gross Anatomy,1989
97462,Guerriers et captives,1990
97474,Halloween: The Revenge of Michael Myers,1989
97478,Happy Together,1989
97481,Harlem Nights,1989
97487,Hawks,1988
97490,Heart of Dixie,1989
97493,Heathers,1988
97499,Henry V,1989
97500,Her Alibi,1989
97503,Hider in the House,1989
97506,High Score,1990
97507,High Stakes,1989
97524,China White,1989
97527,The Horror Show,1989
97530,How I Got Into College,1989
97567,Immediate Family,1989
97570,In Country,1989
97574,Up to Date,1989
97576,Indiana Jones and the Last Crusade,1989
97579,An Innocent Man,1989
97597,Island,1989
97599,Istanbul,1989
97607,Jacknife,1989
97613,The January Man,1989
97617,Jeniec Europy,1989
97626,Johnny Handsome,1989
97631,Hitz,1992
97634,Justice Denied,1989
97647,The Karate Kid Part III,1989
97662,Kill Me Again,1989
97667,Killing Dad or How to Love Your Mother,1990
97668,King of the Wind,1990
97678,Kokoda Crescent,1989
97695,The Women on the Roof,1989
97714,Last Exit to Brooklyn,1989
97731,Let It Ride,1989
97733,Lethal Weapon 2,1989
97737,Leviathan,1989
97756,Listen to Me,1989
97757,The Little Mermaid,1989
97758,Little Monsters,1989
97769,The Local Stigmatic,1990
97770,Lock Up,1989
97778,Look Who's Talking,1989
97782,Lost Angels,1989
97792,The Luckiest Man in the World,1989
97794,Luigi's Ladies,1989
97800,Mack the Knife,1989
97802,"Mado, poste restante",1990
97804,Magdalene,1988
97814,Kiki's Delivery Service,1989
97815,Major League,1989
97818,Malarek,1988
97826,Manifesto,1988
97871,Mes meilleurs copains,1989
97880,The Mighty Quinn,1989
97883,Millennium,1989
97885,Mind Games,1989
97886,Mindfield,1989
97887,Ministry of Vengeance,1989
97888,Outback,1989
97889,Miracle Mile,1988
97892,Miss Firecracker,1989
97910,Moon 44,1990
97913,Mortacci,1989
97938,My Mom's a Werewolf,1989
97958,National Lampoon's Christmas Vacation,1989
97964,New Year's Day,1989
97965,New York Stories,1989
97967,Next of Kin,1989
97971,Night Game,1989
97972,Night Life,1989
97987,No Holds Barred,1989
98005,Nowhere to Run,1989
98022,Old Gringo,1989
98027,One Man Out,1989
98042,Out Cold,1989
98043,"Out of Sight, Out of Mind",1990
98050,Ovejas negras,1990
98051,The Package,1989
98054,Paint It Black,1989
98059,"Papa est parti, maman aussi",1989
98067,Parenthood,1989
98068,Parents,1989
98084,Pet Sematary,1989
98090,The Phantom of the Opera,1989
98093,Physical Evidence,1989
98097,Pink Cadillac,1989
98105,Police Academy 6: City Under Siege,1989
98115,Prancer,1989
98122,Priceless Beauty,1988
98128,Prisoners of Inertia,1989
98141,The Punisher,1989
98154,Quicker Than the Eye,1988
98160,The Rachel Papers,1989
98165,The Rainbow,1989
98172,Reason to Die,1990
98173,Rebus,1989
98180,Red Scorpion,1988
98184,Relentless,1989
98185,A Fool and His Money,1989
98188,Renegades,1989
98190,Resurrected,1989
98194,The Return of the Musketeers,1989
98205,River of Death,1989
98206,Road House,1989
98219,Romero,1989
98220,"Mama, There's a Man in Your Bed",1989
98222,Rooftops,1989
98224,Rosalie Goes Shopping,1989
98225,The Rose Garden,1989
98230,Rude Awakening,1989
98236,The Third Solution,1988
98241,s/y Glädjen,1989
98251,Blood and Sand,1989
98258,Say Anything...,1989
98260,Scandal,1989
98261,Scenes from the Class Struggle in Beverly Hills,1989
98273,Sea of Love,1989
98276,Second Sight,1989
98282,"See No Evil, Hear No Evil",1989
98283,See You in the Morning,1989
98300,Shag,1989
98306,She's Back,1989
98308,She's Out of Control,1989
98309,She-Devil,1989
98319,Shirley Valentine,1989
98324,If They Tell You I Fell,1989
98330,Signs of Life,1989
98335,Sing,1989
98343,Skin Deep,1989
98347,Slaves of New York,1989
98350,Slipstream,1989
98356,Some Girls,1988
98368,Speaking Parts,1989
98369,Speed Zone,1989
98370,Spider's Web,1989
98382,Star Trek V: The Final Frontier,1989
98383,Staying Together,1989
98384,Steel Magnolias,1989
98394,Strapless,1989
98396,Street of No Return,1989
98398,Strike Commando 2,1988
98407,Twisted Obsession,1989
98412,Sundown: The Vampire in Retreat,1989
98415,Survival Quest,1988
98433,Cognac,1988
98435,Tale of Two Sisters,1989
98436,The Tall Guy,1989
98439,Tango & Cash,1989
98454,Ten Little Indians,1989
98463,That Summer of White Roses,1989
98464,That's Adequate,1989
98471,Three Fugitives,1989
98487,Tolérance,1989
98489,Tong Tana - En resa till Borneos inre,1989
98513,Triumph of the Spirit,1989
98521,Tropical Snow,1988
98524,True Believer,1989
98525,True Blood,1989
98528,True Love,1989
98536,Turner & Hooch,1989
98552,Love Without Pity,1989
98554,Uncle Buck,1989
98558,Under the Gun,1988
98575,Valmont,1989
98577,Vampire's Kiss,1988
98578,Vanille fraise,1989
98586,Venus Peter,1989
98615,"Wait Until Spring, Bandini",1989
98621,The War of the Roses,1989
98622,Warlock,1989
98623,Warm Summer Rain,1989
98625,We're No Angels,1989
98626,Weatherman '69,1989
98627,Weekend at Bernie's,1989
98631,Welcome Home,1989
98635,When Harry Met Sally...,1989
98638,When the Whales Came,1989
98640,White Hot,1988
98645,Who's Harry Crumb?,1989
98649,Wicked Stepmother,1989
98651,Prisoner of Rio,1988
98655,"The Wilderness Idea: John Muir, Gifford Pinchot, and the First Great Battle for Wilderness",1989
98658,Wings of Fame,1990
98659,Winter People,1989
98660,Wired,1989
98667,Triads: The Inside Story,1989
98678,Worth Winning,1989
98714,The Sleazy Uncle,1989
98721,Silence Like Glass,1989
98724,"Sex, Lies, and Videotape",1989
98959,...Almost,1990
98963,1871,1990
98966,3 Men and a Little Lady,1990
98970,A solas contigo,1990
98983,Act of Piracy,1988
98987,The Adventures of Ford Fairlane,1990
98994,"After Dark, My Sweet",1990
99005,Air America,1990
99012,Alice,1990
99018,Almost an Angel,1990
99026,The Ambulance,1990
99039,Angel Town,1990
99044,Another 48 Hrs.,1990
99052,Arachnophobia,1990
99072,In the Eyes of the World,1991
99073,Avalon,1990
99077,Awakenings,1990
99086,Back to Back,1989
99088,Back to the Future Part III,1990
99091,Bad Influence,1990
99098,Le bal du gouverneur,1990
99127,Bethune: The Making of a Hero,1990
99128,Betsy's Wedding,1990
99130,Beyond the Ocean,1990
99136,Crossing the Line,1990
99141,Bird on a Wire,1990
99143,Black Rainbow,1989
99160,Blue Steel,1990
99165,The Bonfire of the Vanities,1990
99172,Braca po materi,1988
99173,Brain Dead,1990
99174,Le brasier,1991
99177,Breakaway,1990
99187,Buried Alive,1989
99194,Buster's Bedroom,1991
99204,Cadillac Man,1990
99242,Chattahoochee,1989
99250,Chicago Joe and the Showgirl,1990
99255,The Children,1990
99270,Circles in a Forest,1989
